,State,City,Event,Latitude,Longitude,Date
44437,GA,Savannah,CGG 155 and 100 Ultra,32.0834,-81.0862,3/20/2020
44450,GA,Tybee Island,May the 4th Be With You: Dawn of a New Hope,31.9913,-80.846,5/4/2020
44459,GA,Richmond Hill,Badder Marsh Night Ultra 50K,31.8893,-81.1993,6/13/2020
44463,sc,Hunting Island State Park,Hunting Solstice Ultra,32.3756,-80.4372,6/20/2020
44464,GA,Savannah,Savannah Sultry Swamp Run,31.9634,-81.0146,7/25/2020
44472,GA,Savannah,The Grit,32.0809,-81.0912,4/16/2021
44487,TN,Foster Falls State Park,Fiery Gizzard Run,35.182,-85.6728,11/30/2019
44489,GA,Pine Mountain,Pine Mountain Trail Run,32.8474,-84.811,12/7/2019
44502,GA,Pine Mountain,Holiday Hootie Hoo,32.8342,-84.9046,12/15/2019
44553,TN,Beersheba Springs,Savage Gulf Marathon,35.4462,-85.6552,3/21/2020
44561,GA,Thomaston,The Widow Maker Ultra and Whisky Still 5k,32.8747,-84.4725,3/28/2020
44570,GA,Chatsworth,Double Top 100 Stone Anvil,34.7583,-84.7074,4/16/2020
44572,GA,Lithia Springs,SweetH2O 50K,33.7578,-84.6421,4/18/2020
44663,GA,Ellijay,Creek to Peak Spring Trail Days,34.7983,-84.6116,4/24/2020
44665,GA,Helen,Helenback Race Series,34.6999,-83.7188,4/25/2020
44666,GA,Hiawassee,Brasstown Bald BUSTER 5k,34.8701,-83.81,4/25/2020
44671,GA,Atlanta,The Underground Circus 100,33.7547,-84.3865,5/2/2020
44683,GA,Leesburg,Harvest Run,31.7319,-84.1678,11/28/2019
44713,FL,Fernandina Beach,Florida Roots Trail Series: Fort Clinch,30.7034,-81.4524,1/11/2020
44720,GA,Albany,Chehaw Challenge,31.6279,-84.1356,1/25/2020
44764,GA,Albany,Backyard Soul Survivor,31.6026,-84.2081,4/17/2020
44768,GA,Macon GA,"MAS Roots, FREE TRAIL RACE",32.8294,-83.6774,4/18/2020
44781,FL,Atlantic Beach,The Daytona 100,30.3251,-81.3952,12/7/2019
44796,FL,St. Cloud,Wild Florida 120 Mile,30.2579,-81.5532,1/31/2020
44809,FL,Bryceville,Angry Tortoise 25K/50K,30.4098,-81.9153,3/14/2020
44840,AL,Huntsville,Dizzy Fifties,34.7454,-86.5114,11/16/2019
44843,AL,Pelham,Blood Rock 100,33.3501,-86.719,11/22/2019
44846,AL,Woodville,Cathedral Caverns Trail Run,34.5731,-86.2206,11/23/2019
44847,GA,Columbus,Fountain City 5,32.4729,-85.0018,11/24/2019
44853,AL,Birmingham,BUTS Bearly Ultra,33.4449,-86.8624,12/7/2019
44864,AL,Huntsville,Recover from the Holidays 50K,34.7733,-86.5473,12/31/2019
44869,AL,Huntsville,Fleet Feet Monte Sano 15K/4Mi Trail Running Race,34.7421,-86.5149,1/11/2020
44874,AL,Huntsville,Mountain Mist,34.7417,-86.515,1/25/2020
44877,AL,Huntsville,Huntsville AL Grand Slam,34.7441,-86.5115,1/26/2020
44878,TN,Watertown,Black Toe Run,35.9865,-86.087,2/1/2020
44883,AL,Moulton,Black Warrior,34.2971,-87.2713,2/15/2020
44884,AL,Guntersville,Eagle Ridge,34.3953,-86.205,2/15/2020
44888,AL,Delta,Mount Cheaha 50K,33.4818,-85.8085,2/29/2020
44890,GA,Lumpkin,Flatlanders Canyon Crash Trail Run 5k/10k/ 13.1/50k,32.0624,-84.9185,2/29/2020
44894,AL,Decatur,Delano Park,34.5973,-86.9754,3/7/2020
44906,AL,Huntsville,Mckay Hollow Madness,34.7497,-86.5124,3/28/2020
44908,AL,Alexander City,Lake Martin 100,32.7637,-85.9453,3/28/2020
44915,AL,Pellham,Full Southeastern Trail Series - Long Series and Short Series,33.3491,-86.7293,4/14/2020
44924,AL,Huntsville,Grand Viduta Stage Race,34.7497,-86.5124,4/24/2020
44932,TN,Wartrace,Strolling Jim&#0153,35.5276,-86.3335,5/2/2020
44934,GA,Blairsville,Cruel Jewel 100,34.8241,-84.3205,5/15/2020
44961,TN,Gallatin,Nashville Running Company's Lock 4 Six Miler,36.3415,-86.4731,12/15/2019
44964,TN,Nashville,Ghost Run,36.1627,-86.7816,12/28/2019
44994,TN,Pegram,Music City Trail Ultra,36.1783,-87.0461,3/14/2020
45034,GA,Blue Ridge,Cruel Jewel 50,34.8241,-84.32,5/16/2020
45064,FL,Wakulla Springs,Tallahassee Ultra Distance Classic,30.235,-84.2976,12/14/2019
45113,AL,Evergreen,Trap Trail 24,31.4425,-86.9531,4/4/2020
45134,TN,Rockwood,Ozone Endurance Challenge,35.8862,-84.8153,5/27/2020
45326,AL,Oneonta,Race to the Tower Trail Run,33.9886,-86.4583,5/30/2020
45327,GA,Lookout Mountain,Chattanooga Women’s Running Summit,34.9329,-85.3897,6/4/2020
45328,GA,Winder,FORT YARGO ULTRA,33.9684,-83.7303,6/6/2020
45329,GA,Sky Valley,Rabun Georgia Half Marathon,34.982,-83.2735,6/7/2020
45330,GA,Clayton,Women's Trail Festival with Mirna Valerio,34.8782,-83.4003,6/12/2020
45333,GA,Dahlonega,Merrill's Mile,34.6281,-84.102,7/3/2020
45334,TN,Chattanooga,SheVentures Camp,35.0178,-85.2064,7/24/2020
45335,FL,Palatka,Azalea 12/24 Hour,29.6341,-81.646,11/9/2019
45350,FL,Flagler Beach,7 Hours of Steflik New Year Celebration,29.475,-81.127,1/1/2020
45358,FL,Ocala,The Itch,29.3658,-81.8217,1/25/2020
45365,FL,Florahome,Iron Horse,29.7325,-81.8877,2/8/2020
45372,FL,Palm Coast,Swamp 10k/30k/50k/100k Trail Race,29.4661,-81.2828,3/7/2020
45385,FL,Alexander springs Florida,The Tick,29.0781,-81.5778,5/2/2020
45395,GA,Albany,Southern Discomfort,31.6178,-84.1382,8/8/2020
45396,GA,Columbus,Southern Fried 50/50,32.5553,-84.8623,8/22/2020
45498,FL,Yankeetown,Cross Florida Route 40 Romp,29.0011,-82.7616,3/7/2020
45501,FL,Brooksville,Long Play Trail Run,28.5271,-82.2189,3/7/2020
45511,FL,Brooksville,Withlacoochee Moon River Run,28.524,-82.2175,4/25/2020
45515,FL,Inverness,"Sweat, Swat 'n Swear!",28.7583,-82.3543,5/24/2020
45538,FL,Fort Walton Beach,Round the Bay Relay and Ultra,30.396,-86.5843,12/28/2019
45541,FL,Land O' Lakes,Long Haul 100,28.2813,-82.4154,1/18/2020
45570,GA,West Point Lake,Last at the Lake,32.9179,-85.1792,7/25/2020
45579,FL,Milton,Cottonmouth 100,30.8601,-86.8349,11/23/2019
45597,FL,Milton,Bear Bait Ultras,30.8613,-86.8335,1/18/2020
45633,GA,Villa Rica,Hot to Trot,33.7103,-84.8655,7/26/2020
45636,GA,Lithia Springs,The Yeti Snakebite 50/50,33.752,-84.6315,9/13/2020
45637,AL,Alabaster,The Endless Mile,33.186,-86.829,10/16/2020
45639,GA,Tucker,Henderson Trail 12 & 1/2,33.8545,-84.2171,10/24/2020
45735,GA,Blue Ridge,BLUE RIDGE ULTRA,34.7836,-84.259,10/10/2020
45830,FL,Pensacola,Wildcat Ultras,30.5153,-87.3692,9/5/2020
45875,FL,Fort Lauderdale,Icarus Florida Ultrafest,26.0827,-80.1482,11/18/2019
45879,FL,Alva,Caloosahatchee Ultra 50k and Keith Carlton Memorial 25k,26.7251,-81.6631,12/7/2019
45880,FL,Jupiter,Jupiter Ridge Sand Spur 50K/25K,26.916,-80.0721,12/28/2019
45881,FL,Hobe Sound,Just Survive 125,27.0668,-80.115,1/3/2020
45882,FL,Naples,Pier 2 Pier 200K,26.1316,-81.8074,1/11/2020
45883,FL,Clewiston,Skydive Ultra Run,26.7318,-81.056,1/25/2020
45884,FL,Canal Point,Death at DuPuis (A Backyard Event),27.0006,-80.5527,2/22/2020
45885,FL,Englewood,Save the Daylight,26.9199,-82.3159,2/28/2020
45887,FL,West Palm Beach,Run for the Natural Areas Trail Race,26.7781,-80.123,3/14/2020
45888,FL,Loxahatchee,JW Corbett Trail Races,26.8565,-80.3014,4/18/2020
45889,FL,Hobe Sound,DTR Endurance Trail Race,27.0035,-80.1013,4/25/2020
45890,Fl,Hobe Sound,The Dunes 100 Ultra Trail,27.0035,-80.1013,4/25/2020
45891,FL,Miami,Miami 50/50,25.6112,-80.3461,6/20/2020
45892,FL,Jupiter,The Trident Trilogy,26.916,-80.0721,8/8/2020
45893,FL,Miami,Miami 100,25.6108,-80.3466,9/26/2020
46309,TN,Jackson,Black Diamond 40 Miler,35.7031,-88.8861,11/29/2019
46311,TN,Jackson,The Black Diamond Marathon,35.6145,-88.8139,11/30/2019
46312,TN,Pinson,The Sequoyah,35.4958,-88.694,12/1/2019
46313,TN,Pinson,Christmas Tree Cake Mile,35.5038,-88.6888,12/1/2019
46323,TN,Montgomery Bell State Park,Bell Ringer Trail Run,36.0989,-87.2742,12/14/2019
46327,TN,Jackson,Trail of Fears,35.6754,-88.8664,12/28/2019
46331,MS,Meridian,The Great Scorpion Trail Run,32.354,-88.6628,1/4/2020
46437,MS,Madison County,Frosty 15,32.4652,-90.0577,2/8/2020
46446,MS,Laurel,Mississippi Trail 50,31.5701,-88.9871,3/7/2020
46466,MS,Jackson,Fondren Urban Ultra,32.3371,-90.174,4/18/2020
46487,TN,Bell Buckle,Big Backyard Ultra,35.6709,-86.3484,10/17/2020
46489,TN,Pocahontas,Walking Tall 50/25K,35.063,-88.7191,10/17/2020
46590,TN,Spencer,Caney Fork Ultra,35.7951,-85.2835,8/29/2020
46651,MS,Biloxi,Q50 Races Badlands50 Mississippi  Ultra,30.6325,-88.9227,4/18/2020
46658,AR,Multiple,The Last Annual Heart of the South Road Race,35.1354,-90.086,6/18/2020
46665,TN,Bartlett,Fortitude Trail Race 50k/25k,35.2188,-89.8712,9/19/2020
46702,TN,Millington,Swamp Stomper 50k/25k,35.3061,-90.0674,1/18/2020
46710,TN,Henning,The Fort Pillow Trail Races,35.6341,-89.8482,2/8/2020
46714,TN,Millington,Shelby Forest Loop,35.3377,-90.0388,2/23/2020
46749,TN,Dover,The Night Stalker Ultras,36.4866,-88.0335,5/2/2020
46950,TN,Deer Lodge,Slightly Less Monotonous 6 Hour,36.232,-84.8581,5/30/2020
47000,LA,Franklinton,Q50 Races Chupacabra,30.7667,-90.1446,11/16/2019
47014,LA,Franklinton,Q50 Races Trails Extravaganza 2020,30.7671,-90.1575,2/1/2020
47042,LA,Mandeville,Q50 Races Santa on Trails 5k,30.3344,-90.0431,12/7/2019
47047,LA,Norco,Q50 Races Resolution,30.021,-90.409,1/11/2020
47083,LA,Port Allen,Cane Field Classic,30.4652,-91.2065,10/10/2020
47086,LA,Port Allen,Children of the Cane 100,30.4653,-91.2063,11/14/2020
47295,IL,Vienna,Tunnel Hill 100,37.4436,-88.8711,11/9/2019
47297,KY,Louisville,The JMF Trails Hillbilly Half,38.0856,-85.7668,11/16/2019
47299,MO,Cape Girardeau,Meandering Turkey,37.3423,-89.6009,11/24/2019
47306,KY,Leitchfield,CASA CANDY CANE 5K,37.4713,-86.2829,12/7/2019
47307,IN,Brownstown,Jackson County 50-50 Ultramarathon,38.8638,-86.0196,12/7/2019
47313,KY,Brandenburg,Otter Creek,37.9438,-86.0483,12/21/2019
47323,KY,Fairdale,Louisville Lovin' the Hills,38.0845,-85.7652,2/8/2020
47334,IN,Borden,Knobstone Knockout,38.4686,-85.862,3/15/2020
47335,MO,Cape Girardeau,Howard Aslinger Endurance Run,37.3138,-89.558,3/20/2020
47338,IN,Poland,OPSF5050,39.3449,-86.8521,3/21/2020
47351,KY,Louisville,Backside Trail Marathon,38.2406,-85.6741,4/26/2020
47365,MO,Dorena Landing,Vol State,36.5862,-89.2148,7/9/2020
47367,TN,Jamestown,The Cumberland Plateau Stage Race,36.3848,-84.9357,8/28/2020
47371,TN,Frozen Head State Park,The Barkley Fall Classic,36.1223,-84.5147,9/19/2020
47407,AR,Wynne,Village Creek 10k/25k Trail Run,35.1682,-90.7214,1/25/2020
47445,MO,Middle Brook,Devil's Toll Race,37.661,-90.6492,6/13/2020
47761,LA,Ville Platte,Loup Garou Trail Run,30.7888,-92.2829,12/14/2019
47762,LA,Alexandria,Wild Azalea Trail Challenge,31.2404,-92.6797,1/4/2020
47767,LA,Provencal,Red Dirt Ultra,31.4787,-93.1033,2/29/2020
47769,LA,Ville Platte,Chicot Challenge 60 Mile Trail Relay,30.7949,-92.2784,3/21/2020
48633,MO,Wildwood,Wildwood Trail Marathon,38.5519,-90.6386,12/8/2019
48640,MO,Midwest,50K MASHUP SLAM,38.5828,-90.6629,1/11/2020
48646,MO,Wildwood,963 Beulah Challenge,38.5319,-90.6852,2/8/2020
48647,MO,St. Charles,Weldon Spring Trail Marathon and 20k,38.6969,-90.7254,2/15/2020
48650,MO,Festus,The Endurance Trials - Timed/Ultra,38.2334,-90.4233,3/7/2020
48656,MO,Wildwood,Ozark Foothills 100,38.533,-90.6874,4/4/2020
48658,MO,St Louis,Double Chubb,38.5201,-90.5815,4/18/2020
48661,MO,Washington,LX3 - A Timed Event,38.5634,-91.0309,4/25/2020
48665,MO,Potosi,Berryman 50 mile and Marathon Trail  Races,37.9288,-91.0622,5/16/2020
48666,IN,Terre Haute,Hawthorn Half Day Relay & Ultra,39.49,-87.3229,5/16/2020
48670,MO,High Ridge,The Shippey Endurance Runs,38.5022,-90.5476,8/7/2020
48672,MO,Dutzow,KATY Trail 50/50,38.6027,-90.9989,9/12/2020
48682,IN,Albion,The HUFF,41.3298,-85.3828,12/28/2019
49059,MI,Belmont,Trails to Hope Series-Race #2,43.0542,-85.5012,11/9/2019
49060,MI,Belmont,Trails to Hope Series-Race #3,43.0541,-85.5012,11/16/2019
49068,MI,Middleville,Yankee Springs Winter Challenge,42.7131,-85.462,1/4/2020
49193,IL,DeWitt,Clinton Lake,40.1883,-88.8445,3/28/2020
49238,IL,Dixon,Yeti Trail Series,41.8903,-89.4949,12/7/2019
49240,IL,Libertyville,Arctic Frog Endurance Run,42.3099,-87.9492,12/14/2019
49246,IL,Crystal Lake,Frozen Gnome,42.2523,-88.3202,1/11/2020
49248,IL,Manito,Cactus Classic Trail Races,40.4114,-89.8662,3/14/2020
49252,IL,Pekin,Potawatomi Trail Runs,40.5917,-89.6034,4/2/2020
49254,WI,Beloit,Big Hill Bonk - Wisconsin's Backyard Ultra,42.5562,-89.0492,4/3/2020
49256,IL,Libertyville,Bunny Wabbit Run and Easter Egg Hunt,42.306,-87.9529,4/11/2020
49257,IL,Crystal Lake,Earth Day 50k/ 15 Mile / 5 Mile,42.2521,-88.3189,4/18/2020
49260,WI,LaGrange,Kettle Moraine,42.8212,-88.6016,6/13/2020
49261,IL,Plainfield,The C.R.C. Summer Solstice 24 Hour Run/Relay,41.5625,-88.2727,6/20/2020
49262,WI,Milwaukee,Six Days in the Dome,43.0256,-88.0157,7/23/2020
49266,IL,Forest City,Temptation 200 Ultras,40.4006,-89.8786,9/5/2020
49267,IL,Sterling,The Hennepin Hundred,41.7976,-89.6571,10/3/2020
49294,MI,Big Rapids,The Hungerford Trail Races,43.6869,-85.5261,9/26/2020
49367,MI,Ludington,VM150 - Veterans Memorial 150,43.9552,-86.4611,5/23/2020
49389,MI,Peninsula,Lighthouse 100,44.9901,-85.4787,5/30/2020
49404,WI,Greenbush,NK50k,43.7968,-88.0352,4/4/2020
49409,WI,Green Bay,Titletown Ultra Series,44.536,-87.9259,6/27/2020
49410,WI,Kewaskum,Lunatics Trail Series,43.4944,-88.2225,7/18/2020
49454,MN,Winona,"Storm the Bluffs - Trail Run, MTB, Duathlon",44.0407,-91.6619,11/9/2019
49455,NE,Omaha,Feast and Feathers,41.3511,-96.0558,11/28/2019
49456,IA,Granger,The Stuffed Turkey Endurance Races,41.7891,-93.788,11/30/2019
49457,IA,Honey Creek,Hitchcock Experience Endurance Runs,41.4145,-95.8644,12/14/2019
49458,IA,Davenport,One Hundred K's of Convenience,41.5254,-90.6254,3/7/2020
49459,MN,Theilman,Zumbro Endurance Run,44.316,-92.1467,4/10/2020
49461,IL,Galena,Galena Sky Trail Races,42.319,-90.3938,5/16/2020
49462,MN,Various Locations,Endless Summer Trail Run Series,44.7792,-93.1643,5/20/2020
49463,IA,Booneville,Booneville Backroads Ultra,41.5242,-93.8838,5/23/2020
49465,MN,Afton,Afton Trail Run,44.8534,-92.7765,7/4/2020
49467,MN,Winona,Storm the Farm - Trail Run,43.9435,-91.5746,7/25/2020
49469,WI,Argyle,Wedel Farm 50,42.7397,-89.8575,8/1/2020
49472,MN,Frontenac,In Yan Teopa 5 & 10 miler,44.5355,-92.3373,9/26/2020
49474,IA,Dubuque,Mines of Spain 100,42.4807,-90.6654,10/16/2020
49475,MO,Kirksville,FLATS Trail Half Marathon,40.1838,-92.6432,10/17/2020
49497,WI,Hudson,The Willow 10 & 20 Miler,45.0129,-92.6755,5/2/2020
49506,MN,Marine on St Croix,O'Brien 10 miler and 5k,45.2232,-92.7679,9/20/2020
49508,WI,River Falls,Icebox 480,44.9368,-92.5366,11/7/2020
49512,WI,Rice Lake-Park Falls,Tuscobia Winter Ultra,45.5155,-91.7427,12/27/2019
49514,MN,Hinckley,St. Croix 40 Winter Ultra,45.9575,-92.6059,1/11/2020
49521,WI,New Auburn,Chippewa 50K and 10K,45.2229,-91.4136,4/25/2020
49523,WI,Minong,Popple Shoot Trail Races,46.0958,-91.826,5/9/2020
49527,WI,Belleville,"Sugar Badger 50/50 and half, by Ten Junk Miles Racing",42.8606,-89.5333,5/30/2020
49540,WI,Belleville,Badger Trail Races by Ten Junk Miles Racing,42.861,-89.5358,8/1/2020
49570,MO,Columbia,The 24 Hour Lions Roar,38.877,-92.2665,4/24/2020
49943,MI,Marquette,Marquette Trail 50,46.5826,-87.4788,8/15/2020
49972,MN,Duluth,Chester Rim 5K -Duluth Winter Trailrunning Series,46.8135,-92.0908,12/14/2019
49973,MN,Duluth,Duluth Winter Trailrunning Series-5 Race Discount!,46.7867,-92.1005,12/14/2019
49975,MN,Duluth,The Trail Running Film Festival - Duluth MN,46.7586,-92.1336,1/3/2020
49976,MN,Duluth,Northwoods Marathon & Half Marathon - Duluth Winte,46.8561,-92.0135,1/4/2020
49978,MN,Duluth,Wild Winter Wipeout 5K - Duluth Winter Trailrunning Series,46.7158,-92.2047,1/18/2020
49979,MN,Duluth,Hartley Park 10K-Duluth Winter Trailrunning Series,46.838,-92.0864,2/8/2020
49980,MN,Duluth,Frozen 4 Hour - Duluth Winter Trailrunning Series,46.7867,-92.1005,2/22/2020
49987,MN,Duluth,Last Runner Standing,46.7157,-92.2049,6/6/2020
49991,WI,Solon Springs,North Country Trail Races,46.3813,-91.7778,7/18/2020
49995,MN,Cloquet,Lost Forester Adventure Runs of Pine Valley,46.7062,-92.4629,9/7/2020
50062,MN,International Falls,Arrowhead 135,48.5934,-93.4024,1/27/2020
50068,MN,Lutsen,Superior Spring Trail Race,47.6626,-90.7137,5/16/2020
50079,MN,Lutsen,Superior Fall Trail Race,47.6469,-90.6748,9/11/2020
50304,WY,Pinedale,The Drift,43.2217,-110.008,3/13/2020
50306,MT,Bozeman,Old Gabe,45.7649,-111.018,6/13/2020
50307,MT,Bozeman,Devil's Backbone,45.542,-111.035,7/18/2020
50308,MT,Helena,Thunderbolt Creek,46.3268,-112.478,7/18/2020
50309,SD,Sturgis,Black Hills 100,44.4163,-103.5,6/26/2020
50311,AB,Taber,Taber Tuff 25 / 12.5,49.8113,-112.172,7/11/2020
50314,AB,Lethbridge,Lost Soul Ultra,49.6956,-112.846,9/11/2020
50317,ID,Wallace,WIEC CC Divide,47.5509,-115.764,12/26/2019
50318,ID,Orofino,WIEC Idaho Sisters,46.8375,-115.586,12/29/2019
50319,ID,Menan,Spitfire Ultra Trail Challenge,43.7852,-111.99,4/18/2020
50321,ID,Challis,River of No Return Endurance Runs,44.5079,-114.225,6/20/2020
50322,ID,Salmon,Beaverhead Endurance Runs,44.8144,-113.272,7/11/2020
50325,ID,Stanley,WIEC Boulder-Chain Lakes Loop,44.0493,-114.653,12/25/2019
50327,ID,Atlanta,WIEC Queens River Loop,43.8423,-115.184,12/27/2019
50329,ID,Stanley,WIEC Mystery Peak,44.1707,-114.91,12/30/2019
50330,ID,Riggins,WIEC Seven Devils Loop,45.3487,-116.511,12/31/2019
50332,ID,McCall,Sharlie Shuffle,44.9345,-116.099,5/30/2020
50335,ID,Silver Creek Plunge,WIFMER 2.0,44.3294,-115.803,6/27/2020
50336,ID,Grangeville,Twin Pines Trail Run,45.9266,-116.122,7/5/2020
50338,ID,Stanley,Technical Running Camp with Brittany Peterson and Cody Lind,44.2155,-114.935,7/16/2020
50339,ID,Irwin,PALISADES ULTRA TRAIL SERIES,43.3251,-111.109,7/17/2020
50343,ID,Ketchum,Standhope,43.8351,-114.258,7/25/2020
50344,OR,Wallowa,WIEC Standley Cabin,45.4714,-117.559,12/24/2019
50347,OR,Joseph,WIEC Wallowa Lakes,45.267,-117.213,12/28/2019
50353,BC,Fernie,The Lone Wolf,49.4862,-115.09,6/13/2020
50355,WA,Mt. Spokane,Mountain Magic Trail Run,47.9176,-117.09,6/20/2020
50362,BC,Fernie,Elk Valley Ultra,49.5126,-115.069,7/25/2020
50363,WA,Spokane,Tartarus Backyard Ultra,47.7346,-117.519,8/15/2020
50366,AB,Millarville,OUTRUN  Backyard Ultra,50.7714,-114.284,6/12/2020
50367,WA,Frater Lake ,Kaniksu 50 & Emory Corwine Memorial Ruck Race,48.6544,-117.485,6/13/2020
50373,BC,Rossland,Broken Goat,49.0781,-117.8,7/18/2020
50375,AB,Calgary,Iron Legs Mountain Races,50.8953,-114.705,8/15/2020
50377,BC,Kimberley,Black Spur Ultra,49.6652,-115.997,8/22/2020
50378,AB,Bragg Creek,The Lewiston Ultra - Moose Mountain,50.9474,-114.693,8/22/2020
50380,BC,Nelson,Tackle the Toad,49.4894,-117.361,9/13/2020
50383,MO,Camdenton,4 Fore 30,37.9877,-92.7982,12/7/2019
50403,MO,Lake of the Ozarks ,Trail of Four Winds,38.0755,-92.5737,5/2/2020
50409,MO,Osage Beach,Rocky Top 5K,38.1139,-92.6683,7/11/2020
50432,AR,Mountain Home,Davids Trail Endurance Run,36.3591,-92.2519,1/17/2020
50441,AR,Norfork,Ozark Highlands Endurance Run,36.2152,-92.2856,3/7/2020
50544,AR,Mountainburg,Razorback Running Revival,35.6938,-94.119,11/9/2019
50549,KS,Paola,Rocky Ridge Ranch Trail Run,38.5722,-94.8791,12/14/2019
50567,AR,Morrilton,Hoof it for Heifer,35.1277,-92.9245,4/25/2020
50581,KS,Lawrence,Sanders' Saunter,38.9397,-95.3407,11/9/2019
50583,KS,Kansas City,Veteran's Day Fantastic 4-Mile Trail Run,39.1647,-94.7782,11/10/2019
50584,KS,Kansas City,Alternate Chili Ten Mile Trail Run,39.1505,-94.7889,12/7/2019
50588,KS,Kansas City,Trail Nerds Membership,39.1155,-94.6268,12/30/2019
50592,KS,Kansas City,"Psychodelic 5K Trail Run, Winter Edition",39.1647,-94.7782,1/19/2020
50593,KS,Meriden,"Rock-On, Lake Perry! Trail Run",39.1794,-95.4794,1/25/2020
50596,KS,Kansas City,Psycho Wyco Run Toto Run,39.1616,-94.7818,2/22/2020
50599,KS,Lawrence,Pi Day River Rotation,38.9728,-95.2183,3/14/2020
50600,KS,Ottawa,Prairie Spirit Trail,38.588,-95.2718,3/28/2020
50604,KS,Meriden,Free State Trail Run,38.9355,-95.3757,4/18/2020
50605,KS,Manhattan,Flint Hills 50 and Marathon,39.1995,-96.5113,4/18/2020
50610,KS,Cassoday,Heartland 50,38.0406,-96.6391,5/2/2020
50613,KS,El Dorado,Ramon Criss Storm the Dam Trail by David Wernli -,37.839,-96.8192,6/6/2020
50615,KS,El Dorado,"Walnut River Gravel Run 50K, Marathon, Half",37.8173,-96.8424,7/11/2020
50619,KS,Shawnee,KC Dirt Community Membership,39.0228,-94.7152,8/20/2020
50620,KS,Lawrence,Hawk Hundred,38.9403,-95.3403,9/5/2020
50642,AR,Hot Springs,Run Lovit,34.5762,-93.4313,2/28/2020
50677,OK,Big Cedar,Ouachita Switchbacks,34.6865,-94.6259,1/18/2020
50682,OK,Wilburton,Outlaw 100 Oklahoma,34.9775,-95.3537,2/15/2020
50706,OK,Wilburton,Dark and Dirty Miles,34.9821,-95.3541,7/11/2020
50713,KS,Wichita,KUS 6/12/24 Hour Run,37.6445,-97.2774,11/8/2019
50729,KS,Ellsworth,Rockin K,38.6615,-97.9996,4/4/2020
50757,KS,Pretty Prairie,AlfaDog 40 mile + 25K,37.7822,-98.0194,3/7/2020
50836,OK,Stillwater,Lake McMurtry Run,36.1698,-97.1878,4/11/2020
50876,WY,Laramie,Twin Mountain Trudge,41.1858,-105.394,1/11/2020
50877,CO,Fort Collins,Quad Rock 50,40.5881,-105.18,5/9/2020
50878,CO,Westminster,Happy Camper Fun Run,39.8731,-105.131,6/11/2020
50882,CO,Gould,Never Summer 100km,40.5091,-106.003,7/25/2020
50883,SD,Custer,Lean Horse,43.7739,-103.596,8/15/2020
50884,WY,Cheyenne,Antelope Dash,41.1901,-105.243,8/29/2020
50885,CO,Denver,Human Potential Running Series Membership,39.7392,-104.99,9/1/2020
50886,CO,Bellvue,Black Squirrel Half,40.5879,-105.18,9/12/2020
50887,WY,Glendo,Glendo Lake Trail Race,42.472,-104.953,9/19/2020
50888,CO,Fort Collins,Blue Sky Trail Marathon,40.5183,-105.168,10/17/2020
50895,TX,Tyler,Running the Rose,32.4807,-95.2957,1/25/2020
50903,LA,Keithville,Screaming Monkey 100,32.2592,-93.9439,4/4/2020
50918,TX,La Porte,Run To The Rum 50k,29.6551,-95.0594,3/21/2020
51197,TX,Gordonville,Cross Timbers Trail Run,33.8593,-96.8382,2/22/2020
51204,TX,Grapevine,Rockledge Rumble,32.9802,-97.063,11/9/2019
51205,TX,Glen Rose,Dinosaur Valley Endurance Run,32.2412,-97.8087,11/23/2019
51206,TX,Hallettsville,El Camino de Lavaca Pilgrimage,29.3088,-96.9966,12/2/2019
51207,TX,Needville,Brazos Bend 100,29.3781,-95.6081,12/7/2019
51208,TX,Houston,Houston Running Festival,29.8272,-95.6141,12/14/2019
51209,TX,Graham,The Wildcatter Ultra,33.0687,-98.5654,1/11/2020
51210,TX,Dripping Springs,Happy Trails Trail Race,30.2171,-98.0866,2/1/2020
51211,TX,Cat Spring,Jackalope Jam,29.9005,-96.3072,2/20/2020
51214,TX,Selma,Salsa Walk,29.5743,-98.3269,2/29/2020
51215,TX,San Angelo,Crazy Desert Trail Race,31.4534,-100.492,3/7/2020
51216,TX,Dallas,Run4Bibles,32.6642,-96.9739,3/7/2020
51217,TX,San Felipe,San Felipe Shootout,29.8184,-96.1129,3/21/2020
51219,TX,Needville,Brazos Bend 50,29.3781,-95.6081,4/4/2020
51220,TX,San Antonio,Run the Walk 5K,29.3999,-98.5375,4/17/2020
51221,TX,Cleburne,Coyote Trail Run,32.2597,-97.5524,4/18/2020
51222,TX,Bastrop,Wildflower Trail Run,30.1109,-97.2607,5/9/2020
51224,TX,Graford,Possum's Revenge,32.8755,-98.5055,5/30/2020
